gidx	chrom	start	end	srd	tpm	IQR	gid	n_tss
g10426	B04	205269633	205269852	+	2.6951679804358064	165	Zm00001d052932	1
g10427	B04	205277769	205277949	-	4.814428179055918	62	Zm00001d052933	1
g10428	B04	205366143	205366198	+	1.267728156288019	6	Zm00001d052935	1
g10429	B04	205504763	205504801	-	0.9972812040875277	34	Zm00001d052937	1
g10430	B04	205505402	205505591	+	4.698110671871426	68	Zm00001d052938	1
g10431	B04	205515222	205515360	+	2.084638546824448	58	Zm00001d052939	1
g10432	B04	205575138	205575207	-	1.07391999927129	48	Zm00001d052941	1
g10433	B04	205690223	205690324	+	4.6361471674779615	25	Zm00001d052943	1
g10434	B04	205748264	205748333	-	0.8639894890657333	60	Zm00001d052944	2
g10435	B04	205815601	205815962	+	11.461061343528977	183	Zm00001d052945	1
g10436	B04	205824173	205824190	-	1.8495231756621067	7	Zm00001d052946	1
g10437	B04	205899780	205900020	-	17.66964980544277	88	Zm00001d052948	1
g10438	B04	206093969	206094089	+	25.085985645107442	45	Zm00001d052950	1
g10439	B04	206113049	206113558	-	15.715726053322205	137	Zm00001d052951	1
g10440	B04	206113724	206113808	+	4.52907466889042	35	Zm00001d052952	1
g10441	B04	206259149	206259262	+	1.4152065018927626	46	Zm00001d052955	1
g10442	B04	206358317	206358375	-	0.9161585219632972	3	Zm00001d052961	1
g10443	B04	206380169	206380182	+	0.5761378142703313	9	Zm00001d052962	1
g10444	B04	206415112	206415300	-	5.945248244278653	39	Zm00001d052964	1
g10445	B04	206538083	206538284	-	1.8162240761905202	154	Zm00001d052967	2
g10446	B04	206763985	206764087	+	1.526710630352993	71	Zm00001d052972	1
g10447	B04	206845823	206846481	+	14.242092413957774	481	Zm00001d052974	3
g10448	B04	207028188	207028391	+	46.188919223649215	98	Zm00001d052978	1
g10449	B04	207072092	207072152	-	0.5258280662146216	52	Zm00001d052979	1
g10450	B04	207132198	207132214	-	2.575679876236044	5	Zm00001d052981	1
g10451	B04	207561678	207562116	+	62.74985276717615	101	Zm00001d052985	3
g10452	B04	207724107	207724301	-	4.4181700049574895	77	Zm00001d052988	1
g10453	B04	207784840	207785009	+	2.395146694043508	154	Zm00001d052989	1
g10454	B04	207850063	207850425	-	6.51412171818344	270	Zm00001d052990	2
g10455	B04	207929161	207929379	-	5.1838270290926705	123	Zm00001d052992	1
g10456	B04	208002814	208002950	-	6.389561411822004	20	Zm00001d052996	1
g10457	B04	208063695	208063932	-	5.259238600047964	94	Zm00001d052997	1
g10458	B04	208163414	208163556	+	1.075677682139166	58	Zm00001d052998	1
g10459	B04	208311993	208312037	-	1.982557696357701	13	Zm00001d053001	1
g10460	B04	208580854	208581088	+	20.785693633254322	46	Zm00001d053003	1
g10461	B04	208651732	208651910	-	7.278939265781682	3	Zm00001d053004	1
g10462	B04	208680084	208680263	+	6.0259507460535104	89	Zm00001d026984	1
g10463	B04	208791471	208791893	+	11.134537507232528	417	Zm00001d053006	2
g10464	B04	208799603	208799882	-	120.02898890640144	4	Zm00001d053007	1
g10465	B04	208861811	208862011	+	7.128352617257294	89	Zm00001d053009	1
g10466	B04	208872881	208873090	-	43.86077444397059	73	Zm00001d053010	1
g10467	B04	208905545	208906144	-	4.72077266905142	176	Zm00001d053011	2
g10468	B04	209058748	209058873	-	1.8826276252947354	75	Zm00001d053014	1
g10469	B04	209129881	209129989	-	15.456545454710758	5	Zm00001d053015	1
g10470	B04	209197573	209198129	-	44.40849642014671	327	Zm00001d053016	1
g10471	B04	209246879	209247017	-	1.5889888239488144	90	Zm00001d053017	1
g10472	B04	209379011	209379108	+	3.639804907939967	3	Zm00001d053018	1
g10473	B04	209500817	209500997	-	0.9526455943914449	126	Zm00001d053020	1
g10474	B04	209734385	209734612	-	8.253191917796984	66	Zm00001d053022	1
g10475	B04	209947715	209947857	-	3.461448699455876	52	Zm00001d053028	1
g10476	B04	210072723	210072926	+	5.3446222987938805	93	Zm00001d053036	1
g10477	B04	210204172	210204304	+	1.475174168380959	70	Zm00001d053038	1
g10478	B04	210317939	210318023	+	3.6615547833777415	36	Zm00001d053041	1
g10479	B04	210354833	210355055	-	9.86271616512874	6	Zm00001d053042	1
g10480	B04	210525148	210525223	+	7.798513098890105	4	Zm00001d053046	1
g10481	B04	210626819	210626887	-	3.4165546259714867	6	Zm00001d053049	1
g10482	B04	211055535	211055766	-	11.265336626946885	114	Zm00001d053055	1
g10483	B04	211206009	211206175	+	2.4583869316602986	26	Zm00001d053059	1
g10484	B04	211441589	211442342	+	7.240730393368155	692	Zm00001d053060	2
g10485	B04	211838586	211838895	+	5.499929705986395	302	Zm00001d053065	2
g10486	B04	211860004	211860250	+	9.466241940024274	52	Zm00001d053066	1
g10487	B04	211990497	211990838	+	29.948301547687116	108	Zm00001d053067	1
g10488	B04	212048829	212048840	-	1.4211050435839696	0	Zm00001d053068	1
g10489	B04	212300992	212301091	-	8.179095855228852	10	Zm00001d053070	1
g10490	B04	212544649	212544943	+	8.4292677241042675	167	Zm00001d053076	1
g10491	B04	212661232	212661277	-	5.048728725827297	6	Zm00001d053079	1
g10492	B04	212689622	212689706	-	2.3965292902623028	20	Zm00001d053080	1
g10493	B04	212908448	212908705	+	5.024265955384003	187	Zm00001d053082	2
g10494	B04	213022348	213022366	-	1.4464079914292944	7	Zm00001d053086	1
g10495	B04	213023114	213023296	+	15.38664316011605	32	Zm00001d053087	1
g10496	B04	213265058	213265329	+	164.42605244762044	15	Zm00001d053090	1
g10497	B04	213276318	213276378	-	1.268937752566389	4	Zm00001d053091	1
g10498	B04	213290603	213290612	+	0.37736973438608934	0	Zm00001d026991	1
g10499	B04	213303551	213303716	+	4.026381492911975	102	Zm00001d053092	1
g10500	B04	213450901	213450984	-	10.850281524951788	9	Zm00001d053094	1
g10501	B04	213559054	213559132	+	22.057943937595688	7	Zm00001d053099	1
g10502	B04	213729482	213729576	+	1.487820935249635	38	Zm00001d053100	1
g10503	B04	213759788	213759942	-	4.3791143747731125	64	Zm00001d053101	1
g10504	B04	213818151	213818370	-	4.210306023127085	134	Zm00001d053102	1
g10505	B04	213945268	213945743	-	60.16201553521034	60	Zm00001d053103	1
g10506	B04	213976993	213977191	-	5.561204576173715	111	Zm00001d053104	1
g10507	B04	214132744	214132870	-	2.4246417702899463	52	Zm00001d053107	1
g10508	B04	214218479	214218577	-	0.33226358154204044	52	Zm00001d053109	1
g10509	B04	214449850	214450042	-	4.5265135086011945	3	Zm00001d053117	1
g10510	B04	214486918	214486933	-	0.4468961724375507	4	Zm00001d053118	1
g10511	B04	214494595	214494844	-	17.39269912514636	181	Zm00001d053119	2
g10512	B04	214561769	214561816	+	0.3774891172574311	6	Zm00001d053120	1
g10513	B04	214600453	214600567	+	2.5975203446974704	69	Zm00001d053122	1
g10514	B04	214603736	214603922	+	14.33845753229272	38	Zm00001d053123	1
g10515	B04	214608972	214609125	-	2.8567089304539515	118	Zm00001d053124	2
g10516	B04	214702071	214702239	+	8.329270542223798	55	Zm00001d053127	1
g10517	B04	215381532	215381639	-	1.105877187788618	97	Zm00001d053133	1
g10518	B04	215476344	215476420	-	1.0179291801959447	31	Zm00001d053135	1
g10519	B04	215588027	215588153	+	2.2491271960488946	58	Zm00001d053138	1
g10520	B04	215644198	215644275	+	1.0479117567811043	46	Zm00001d053139	1
g10521	B04	215992546	215992568	-	0.9255146772634644	7	Zm00001d053143	1
g10522	B04	216040302	216040392	-	0.35222713146452717	78	Zm00001d053144	1
g10523	B04	216214600	216214866	+	6.640118448126873	147	Zm00001d053149	1
g10524	B04	216311238	216311415	+	7.3002531093792635	87	Zm00001d053150	1
g10525	B04	216322521	216323430	-	18.691140597653007	237	Zm00001d053151	4
g10526	B04	216944997	216945058	-	3.382779578253295	13	Zm00001d053156	1
g10527	B04	217091889	217091997	-	4.0640289823886	77	Zm00001d053158	1
g10528	B04	217269740	217269781	+	0.9730069085821271	12	Zm00001d026996	1
g10529	B04	217387062	217387422	+	12.971770988450567	105	Zm00001d053162	2
g10530	B04	217428568	217428580	+	0.6595440321175964	5	Zm00001d053163	1
g10531	B04	217742335	217742448	+	1.186932880025141	34	Zm00001d053168	1
g10532	B04	217827615	217827704	-	3.8060504559788417	7	Zm00001d053171	1
g10533	B04	217827891	217828750	+	2.0899722587833556	835	Zm00001d053172	2
g10534	B04	218020856	218020940	-	1.4488164268326933	53	Zm00001d053173	1
g10535	B04	218267820	218267937	-	3.9174884840120483	61	Zm00001d053175	1
g10536	B04	218290302	218290677	+	42.20955258473518	2	Zm00001d053177	1
g10537	B04	218421314	218422990	+	19.970364226126215	138	Zm00001d053179	2
g10538	B04	218554875	218555755	+	122.32868506636514	47	Zm00001d053181	2
g10539	B04	218560605	218560626	+	0.6206871466038572	9	Zm00001d053182	1
g10540	B04	218715696	218715807	-	2.631405942661972	47	Zm00001d053184	1
g10541	B04	218981159	218981432	-	4.1468558261363215	179	Zm00001d053189	2
g10542	B04	219203449	219203471	+	1.4170141711330888	3	Zm00001d053195	1
g10543	B04	219324696	219324945	+	27.489486499432886	99	Zm00001d053196	1
g10544	B04	219370648	219370836	+	12.735539144126815	47	Zm00001d053197	1
g10545	B04	219495559	219495650	+	1.8886975607002336	39	Zm00001d053200	1
g10546	B04	219690076	219690123	-	5.409126866235314	8	Zm00001d053202	1
g10547	B04	219937335	219937433	+	0.832006790188818	50	Zm00001d053207	1
g10548	B04	220093062	220093065	-	0.4811444646245723	3	Zm00001d053208	1
g10549	B04	220294714	220294794	-	0.8386379097944089	72	Zm00001d053210	1
g10550	B04	220338732	220339392	+	19.66587443347016	42	Zm00001d053211	2
g10551	B04	220417086	220417401	+	15.270950220211484	60	Zm00001d053212	1
g10552	B04	220420106	220420189	+	4.022553733602248	10	Zm00001d053213	1
g10553	B04	220475413	220475639	+	5.981733268812715	60	Zm00001d053215	2
g10554	B04	220620431	220620657	+	18.602119913355896	70	Zm00001d053217	1
g10555	B04	220718614	220718893	-	12.361476242717465	33	Zm00001d053220	2
g10556	B04	220896784	220896955	+	86.93524090366203	11	Zm00001d053228	1
g10557	B04	220932317	220932326	+	0.3340718783881929	7	Zm00001d053229	1
g10558	B04	221138883	221144141	-	26.607635562732415	93	Zm00001d053232	3
g10559	B04	221210747	221211007	-	4.144362163382785	197	Zm00001d053233	1
g10560	B04	221213464	221213474	-	1.4475066035618984	3	Zm00001d053234	1
g10561	B04	221553819	221553829	+	0.8257119824200002	4	Zm00001d053236	1
g10562	B04	221656594	221656708	+	27.77089604696756	1	Zm00001d053239	1
g10563	B04	221666676	221666690	-	0.7112159700889683	7	Zm00001d053242	1
g10564	B04	221727626	221727937	+	5.399015591042094	174	Zm00001d053244	1
g10565	B04	221833143	221833297	-	9.24774021237797	56	Zm00001d053245	1
g10566	B04	222089642	222089820	-	3.532667129303424	59	Zm00001d053247	1
g10567	B04	222232765	222232900	+	0.6541683603389025	133	Zm00001d053249	2
g10568	B04	222237385	222237390	+	0.45188291431557365	0	Zm00001d053250	1
g10569	B04	222319798	222320174	-	10.486276998854857	45	Zm00001d053251	2
g10570	B04	222860638	222860768	+	0.7931147198094086	24	Zm00001d053259	1
g10571	B04	222931322	222931540	+	14.527996590242703	103	Zm00001d053260	1
g10572	B04	223029187	223042014	+	2.389859390137549	12817	Zm00001d053262	2
g10573	B04	223201150	223201376	-	1.660492063521979	167	Zm00001d053265	1
g10574	B04	223202059	223202172	+	2.283640199461023	52	Zm00001d053266	1
g10575	B04	223340919	223341020	-	1.2027930257461634	44	Zm00001d053269	1
g10576	B04	223440082	223440153	+	3.2794034480705054	40	Zm00001d053272	1
g10577	B04	223531320	223531334	+	0.3803986774977576	10	Zm00001d027008	1
g10578	B04	223581918	223582228	+	24.71468798769652	72	Zm00001d053273	1
g10579	B04	223808074	223808226	-	5.722807193304924	49	Zm00001d053275	1
g10580	B04	223892333	223892338	-	0.43454427211447283	0	Zm00001d053280	1
g10581	B04	223892833	223893011	+	12.374606777207772	4	Zm00001d053281	1
g10582	B04	223911500	223911740	+	4.711100653137419	38	Zm00001d053282	1
g10583	B04	223933520	223933807	+	12.38949958458685	121	Zm00001d053283	1
g10584	B04	224050966	224051077	-	1.1602962983647744	62	Zm00001d053284	1
g10585	B04	224315491	224315764	-	47.66681417453168	34	Zm00001d053288	1
g10586	B04	224320585	224320767	-	7.644930746600479	84	Zm00001d053289	1
g10587	B04	224374329	224374629	+	6.589600042876627	201	Zm00001d053290	1
g10588	B04	224621664	224621695	+	0.8095374298143314	15	Zm00001d053293	1
g10589	B04	224638312	224638324	+	1.4484457679730145	10	Zm00001d053294	1
g10590	B04	224781369	224781541	+	9.063353826724661	117	Zm00001d053295	1
g10591	B04	224801163	224801381	+	13.001261611165573	105	Zm00001d053296	1
g10592	B04	224897286	224897519	+	8.032365560072316	81	Zm00001d053298	1
g10593	B04	224952199	224952286	-	0.7761408010039045	59	Zm00001d053300	1
g10594	B04	225036555	225036778	-	8.957768488257202	132	Zm00001d053301	1
g10595	B04	225167861	225167875	-	0.45995049295098933	5	Zm00001d053304	1
g10596	B04	225241534	225241988	+	9.323665784681445	400	Zm00001d053306	2
g10597	B04	225429865	225430032	-	8.366976210306712	67	Zm00001d053308	1
g10598	B04	225637766	225638422	-	7.4523211254655095	152	Zm00001d053313	2
g10599	B04	225867884	225868162	-	6.379569947761502	63	Zm00001d053316	1
g10600	B04	225977003	225977030	-	2.666515089267451	3	Zm00001d053320	1
g10601	B04	226107368	226107386	-	0.49808317235047145	4	Zm00001d053322	1
g10602	B04	226590362	226590697	-	29.153663856874353	107	Zm00001d053334	1
g10603	B04	226830921	226831098	-	20.10878623302259	55	Zm00001d053342	1
g10604	B04	227036794	227036832	-	0.35894645225240596	22	Zm00001d053346	1
g10605	B04	227078319	227078541	+	5.253415323874515	115	Zm00001d053348	1
g10606	B04	227107836	227107893	+	1.4264985708774207	5	Zm00001d053349	1
g10607	B04	227153176	227153281	+	0.8330935726496066	53	Zm00001d053350	1
g10608	B04	227179064	227179135	+	0.9468471891616751	22	Zm00001d053351	1
g10609	B04	227183838	227183939	-	1.8789946653160865	87	Zm00001d053352	1
g10610	B04	227336833	227336960	-	4.905735817797617	75	Zm00001d053354	1
g10611	B04	227599670	227599721	-	0.7723474247917071	30	Zm00001d053359	1
g10612	B04	227760912	227761033	-	3.711696367820815	46	Zm00001d053367	1
g10613	B04	227812229	227812541	+	30.370380161762586	148	Zm00001d053369	2
g10614	B04	227983801	227984066	-	10.418118730481996	109	Zm00001d053371	1
g10615	B04	228205986	228206126	+	1.3157620934018373	36	Zm00001d053374	1
g10616	B04	228269667	228269827	-	21.3146001830019	37	Zm00001d053375	1
g10617	B04	228366785	228367023	-	13.253967880215264	44	Zm00001d053376	1
g10618	B04	228374462	228374625	+	36.36761186316913	55	Zm00001d053377	1
g10619	B04	228499586	228499715	-	2.871877127709421	84	Zm00001d053379	1
g10620	B04	228568649	228568762	-	0.702838164291037	74	Zm00001d053382	1
g10621	B04	229056366	229056640	+	2.6608113309115193	164	Zm00001d053393	1
g10622	B04	229142041	229142361	+	57.04516954724157	3	Zm00001d053394	1
g10623	B04	229174237	229174529	-	3.2137595526902905	230	Zm00001d053395	2
g10624	B04	229218981	229219304	-	11.28821929218251	151	Zm00001d053396	1
g10625	B04	229284641	229285139	-	2.753931913550191	415	Zm00001d053397	2
g10626	B04	229326881	229327056	+	9.057101555203847	126	Zm00001d053399	1
g10627	B04	230194877	230195062	+	8.819184383815218	64	Zm00001d053401	1
g10628	B04	230456833	230457627	+	17.270019002081757	567	Zm00001d053404	3
g10629	B04	230521752	230521923	+	1.7852256800768445	93	Zm00001d053406	2
g10630	B04	230678079	230678091	-	3.3454959624043563	5	Zm00001d053410	1
g10631	B04	230697719	230697929	-	4.178192659732674	63	Zm00001d053412	1
g10632	B04	230854099	230854157	-	5.839016761852458	8	Zm00001d027011	1
g10633	B04	230923312	230923321	+	0.40858409824564584	8	Zm00001d053424	1
g10634	B04	230961416	230961828	-	15.723379095378233	217	Zm00001d053425	1
g10635	B04	230978068	230978524	-	8.91633906580365	187	Zm00001d053427	2
g10636	B04	231023267	231023820	-	13.230481901010029	268	Zm00001d053429	4
g10637	B04	231195505	231195724	-	115.25589077792662	39	Zm00001d053432	1
g10638	B04	231268682	231268713	+	0.29746918038820935	22	Zm00001d053434	1
g10639	B04	231451749	231452069	-	5.375716805068643	148	Zm00001d053438	1
g10640	B04	231584719	231584865	-	3.6206974344459977	52	Zm00001d053442	1
g10641	B04	231780760	231780805	-	3.3201766846402454	39	Zm00001d053445	2
g10642	B04	231900571	231900605	+	1.5259759438170317	27	Zm00001d053446	1
g10643	B04	231999503	231999764	+	3.4076818817852543	187	Zm00001d053448	1
g10644	B04	232067287	232067487	+	3.55748604874433	112	Zm00001d053450	1
g10645	B04	232176256	232176450	+	1.2158309415196837	135	Zm00001d053452	1
g10646	B04	232253564	232253884	-	43.28269731397635	29	Zm00001d053453	1
g10647	B04	232561009	232561172	+	1.8661112927557866	113	Zm00001d053513	1
g10648	B04	232628553	232628662	+	6.903670257842475	4	Zm00001d053514	1
g10649	B04	232728899	232729114	-	4.906542810035726	138	Zm00001d053515	1
g10650	B04	232991846	232991972	-	3.36921747287335	67	Zm00001d053522	1
g10651	B04	233022889	233022969	-	10.191178846706237	2	Zm00001d053524	1
g10652	B04	233023462	233023463	+	0.3572466377126893	1	Zm00001d053525	1
g10653	B04	233438374	233438478	+	1.4915577937872329	82	Zm00001d053541	1
g10654	B04	233587894	233587979	-	2.0292901016607807	17	Zm00001d027016	1
g10655	B04	233596724	233597326	+	12.30577871423773	60	Zm00001d053544	2
g10656	B04	233601562	233602497	+	29.291374384806133	103	Zm00001d053545	2
g10657	B04	233618696	233618854	+	18.89897903469884	43	Zm00001d053547	1
g10658	B04	233642189	233642212	-	0.6686442671911933	16	Zm00001d053548	1
g10659	B04	233798568	233798728	-	6.659833360615392	58	Zm00001d053552	1
g10660	B04	233818421	233818627	-	13.822998467810905	50	Zm00001d053553	1
g10661	B04	233852898	233852918	+	1.8611112927401752	3	Zm00001d053554	1
g10662	B04	233911243	233911308	-	1.2216222034885498	47	Zm00001d053555	1
g10663	B04	233911395	233911493	+	16.13967698401408	47	Zm00001d053556	1
g10664	B04	233941886	233941965	-	6.176396302951526	9	Zm00001d053557	1
g10665	B04	234054352	234054363	-	0.43015221275946547	10	Zm00001d053558	1
g10666	B04	234089075	234089280	-	3.4570015268121623	114	Zm00001d053559	2
g10667	B04	234188208	234188493	+	23.79693950160772	137	Zm00001d053560	1
g10668	B04	234194633	234194773	+	2.2548667333958865	41	Zm00001d053561	1
g10669	B04	234333569	234333670	-	3.2450753317909435	9	Zm00001d053562	2
g10670	B04	234359938	234361908	-	12.76387320963732	1880	Zm00001d053563	2
g10671	B04	234429023	234429180	-	12.63206785958344	25	Zm00001d053564	1
g10672	B04	234504377	234504601	+	8.504639192240624	99	Zm00001d053565	1
g10673	B04	234543526	234543610	-	1.333126545184533	47	Zm00001d053566	1
g10674	B04	234742677	234742806	-	14.94387329562566	72	Zm00001d053568	2
g10675	B04	234845222	234845229	+	0.6842900351002088	4	Zm00001d053569	1
g10676	B04	234903447	234903584	+	8.089542355435986	0	Zm00001d053572	1
g10677	B04	234970366	234970772	+	18.515156197790766	115	Zm00001d053575	2
g10678	B04	235108372	235108447	-	8.046195633084492	8	Zm00001d053576	1
g10679	B04	235235016	235235205	-	14.288842868779275	89	Zm00001d053580	1
g10680	B04	235371179	235371673	+	4.053307581847245	450	Zm00001d053585	2
g10681	B04	235423311	235423347	-	5.8493420819205815	2	Zm00001d053586	1
g10682	B04	235580721	235580908	+	15.335360099629256	62	Zm00001d053589	1
g10683	B04	235617037	235617214	-	2.5024710214926045	74	Zm00001d053591	1
g10684	B04	235753076	235753297	+	136.96235035353038	10	Zm00001d027020	1
g10685	B04	235759743	235759959	+	0.9189335085578809	176	Zm00001d053593	1
g10686	B04	235832490	235832718	-	45.71707072556614	106	Zm00001d053595	1
g10687	B04	236276705	236277026	+	23.77043652571233	86	Zm00001d053609	1
g10688	B04	236309063	236309532	-	41.525667424368606	64	Zm00001d053610	2
g10689	B04	236414362	236414494	-	2.420335673593748	72	Zm00001d053611	1
g10690	B04	236493026	236493218	-	14.771198907986117	88	Zm00001d053613	1
g10691	B04	236545438	236545575	+	15.954087466481724	53	Zm00001d053616	1
g10692	B04	236576996	236577011	+	0.7756265764803215	9	Zm00001d053617	1
g10693	B04	236817953	236818116	-	1.982214122904887	50	Zm00001d053620	1
g10694	B04	236999570	237005101	+	38.82660050531766	5374	Zm00001d053622	2
g10695	B04	237045074	237045153	+	0.3475913631858575	62	Zm00001d053623	1
g10696	B04	237051186	237051324	+	5.344280726652628	42	Zm00001d053624	1
g10697	B04	237083011	237083107	+	15.603270964575541	3	Zm00001d053625	1
g10698	B04	237110521	237110645	-	2.0602711009677495	109	Zm00001d053626	2
g10699	B04	237222480	237222675	-	7.64140069554538	102	Zm00001d053627	1
g10700	B04	237245882	237246004	-	6.044130931701381	73	Zm00001d053628	1
g10701	B04	237401526	237401636	+	32.000354476857936	13	Zm00001d053630	1
g10702	B04	237408959	237408985	-	0.9651100584343484	8	Zm00001d053631	1
g10703	B04	237553535	237553630	-	67.85612105993671	4	Zm00001d053632	1
g10704	B04	237752224	237752382	-	10.3766461589527	29	Zm00001d053634	1
g10705	B04	237827732	237827755	+	22.772398798712803	11	Zm00001d053635	1
g10706	B04	237930791	237930901	-	83.886261824031	7	Zm00001d053636	1
g10707	B04	238010114	238010126	-	0.7100431612507782	7	Zm00001d053639	1
g10708	B04	238068176	238068268	-	1.7317611310329364	80	Zm00001d053640	1
g10709	B04	238087376	238087760	-	26.669414130365663	140	Zm00001d053641	1
g10710	B04	238090828	238091075	+	1.6398051610751778	171	Zm00001d053642	2
g10711	B04	238103531	238103667	-	5.6472553999382145	102	Zm00001d053643	1
g10712	B04	238159365	238159522	-	3.0321725426419293	141	Zm00001d053648	1
g10713	B04	238178493	238178757	+	23.473390304204873	56	Zm00001d053649	1
g10714	B04	238239769	238240018	+	1.3771581891121647	208	Zm00001d053652	2
g10715	B04	238279877	238280136	-	15.725748163736078	62	Zm00001d053658	1
g10716	B04	238337925	238337972	+	7.808955573559962	6	ENSRNA049464139	1
g10717	B04	238365539	238366253	+	1.2675294410403652	674	Zm00001d053660	2
g10718	B04	238372009	238372216	+	3.7912732298480627	103	Zm00001d053661	1
g10719	B04	238377005	238377215	+	12.59643195418924	99	Zm00001d053663	1
g10720	B04	238382172	238382264	-	0.9514611341137643	86	Zm00001d053662	2
g10721	B04	238418623	238418762	+	1.159988525833319	96	Zm00001d053664	2
g10722	B04	238455213	238455391	-	18.438615731668143	41	Zm00001d053665	1
g10723	B04	238499793	238499978	-	1.9053817934404036	153	Zm00001d053667	2
g10724	B04	238611549	238611750	+	27.843149501069714	3	Zm00001d053671	1
g10725	B04	238620700	238621084	-	15.567767170075525	304	Zm00001d053672	1
g10726	B04	238699517	238699645	+	6.21969708287245	45	Zm00001d053674	1
g10727	B04	238805246	238807403	+	316.0400717418443	312	Zm00001d053675	4
g10728	B04	238937701	238937832	+	0.7038222562150571	76	Zm00001d053680	1
g10729	B04	238945632	238945804	-	2.528734565431701	120	Zm00001d053682	1
g10730	B04	238977919	238979556	+	29.872904268387277	29	Zm00001d053684	5
g10731	B04	239005554	239005612	+	0.4268010874375396	14	Zm00001d053685	1
g10732	B04	239032554	239032734	-	13.41172827452446	60	Zm00001d053686	1
g10733	B04	239040991	239041520	-	16.354929996572633	484	Zm00001d053687	2
g10734	B04	239044777	239044908	+	2.6300926720851088	84	Zm00001d053688	1
g10735	B04	239056083	239056094	-	1.2273775580342183	5	Zm00001d053689	1
g10736	B04	239186534	239186673	-	0.5047002037147748	92	Zm00001d053694	1
g10737	B04	239192083	239192458	-	24.211484716123216	102	Zm00001d053695	1
g10738	B04	239308670	239312862	+	16.757335302095676	4084	Zm00001d053696	2
g10739	B04	239406152	239406395	-	5.026646373459484	137	Zm00001d053697	1
g10740	B04	239526545	239526797	+	6.049166431540285	112	Zm00001d053698	1
g10741	B04	239540447	239540542	+	17.486502952070236	3	Zm00001d053699	1
g10742	B04	239551803	239551909	+	0.4831617589500936	71	Zm00001d053702	1
g10743	B04	239602294	239602309	-	0.4716654164692729	2	Zm00001d053704	1
g10744	B04	239617823	239617856	+	0.6889721927287036	8	Zm00001d053706	1
g10745	B04	239645454	239645649	+	1.954397823757752	124	Zm00001d053707	1
g10746	B04	239664497	239664675	+	8.269115525408136	22	Zm00001d053709	1
g10747	B04	239697488	239697693	+	114.13765153865451	77	Zm00001d053713	1
g10748	B04	239764104	239764281	+	2.0248431278136945	169	Zm00001d053715	1
g10749	B04	239770768	239770899	-	4.216152729380459	55	Zm00001d053716	1
g10750	B04	239820663	239820927	-	15.694327582335609	130	Zm00001d053718	1
g10751	B04	239825857	239826067	-	1.8837396254121974	22	Zm00001d053719	1
g10752	B04	239853066	239853341	-	14.887675074744116	107	Zm00001d053722	1
g10753	B04	239882162	239882308	-	2.120872804024698	100	Zm00001d053724	1
g10754	B04	239886545	239886721	+	5.805208946425554	41	Zm00001d053725	1
g10755	B04	239913772	239913990	+	5.037566788402244	98	Zm00001d053726	1
g10756	B04	239922932	239923068	+	1.1367357544775476	94	Zm00001d053727	1
g10757	B04	239933907	239934506	-	21.106172551223075	77	Zm00001d053728	2
g10758	B04	240024784	240024951	+	13.499576537530297	71	Zm00001d053731	1
g10759	B04	240030312	240030566	-	3.9891257050758826	121	Zm00001d053732	1
g10760	B04	240032775	240032813	-	0.7839065259093099	24	Zm00001d053733	1
g10761	B04	240035266	240035522	-	4.130838493850792	139	Zm00001d053734	1
g10762	B04	240080871	240080889	-	7.777815637682498	3	Zm00001d053736	1
g10763	B04	240107989	240108280	+	28.594495380467702	59	Zm00001d053738	1
g10764	B04	240117933	240118160	+	1.2126234612742046	182	Zm00001d053739	2
g10765	B04	240124979	240125016	-	0.37429820273364856	3	Zm00001d053740	1
g10766	B04	240163485	240164130	-	1.8112283507275457	579	Zm00001d053741	2
g10767	B04	240292830	240293103	+	51.938758543508676	60	Zm00001d053743	2
g10768	B04	240330717	240330912	+	24.026627404853	3	Zm00001d053746	2
g10769	B04	240384786	240384921	+	9.505698477601513	80	Zm00001d053747	2
g10770	B04	240407108	240407228	+	3.613107583479269	7	Zm00001d053748	1
g10771	B04	240414096	240414205	+	3.8635112934475346	49	Zm00001d053749	1
g10772	B04	240418653	240418807	-	2.1464189969028147	109	Zm00001d053750	2
g10773	B04	240456468	240456539	-	1.3448788919046983	52	Zm00001d053751	1
g10774	B04	240492292	240492414	+	8.198694990564398	44	Zm00001d053753	1
g10775	B04	240517329	240517508	+	25.239631849295815	84	Zm00001d053754	1
g10776	B04	240555075	240555299	+	4.404984115633118	154	Zm00001d053759	1
g10777	B04	240633400	240633785	+	11.761893783437989	261	Zm00001d053761	1
g10778	B04	240649723	240649868	+	11.913355019624595	37	Zm00001d053762	1
g10779	B04	240663723	240663820	-	7.2089471230812325	7	Zm00001d053763	1
g10780	B04	240703175	240703429	-	73.14289836091176	3	Zm00001d053765	1
g10781	B04	240706293	240707225	+	2.819848806096588	885	Zm00001d053766	2
g10782	B04	240853423	240853561	-	2.5434833353060524	112	Zm00001d053775	1
g10783	B04	240875317	240875517	-	1.584591279460083	116	Zm00001d053776	1
g10784	B04	240939216	240939475	+	11.9125891777765	133	Zm00001d053778	1
g10785	B04	240975978	240975988	-	0.7877709830775474	1	Zm00001d053781	1
g10786	B04	240984549	240984685	-	8.692142519907852	57	Zm00001d053782	1
g10787	B04	240989866	240990033	+	1.9083652192805507	119	Zm00001d053783	1
g10788	B04	241019685	241020290	-	23.797721493596963	140	Zm00001d053786	2
